date,pmb,text
1893-08-17,50,"Wien"
1890-11-16,92556,"Streitberger"
1890-11-16,49,"Pfob"
1899-12-14,790,"Tchl."
1892-09-20,462,"Venedig"
1905-04-14,90705,"Gersthof"
1905-04-14,169,"Pötzleinsdorf"
1904-05-23,906,"Taormina"
1926-07-07,575,"Stadtpark"
1927-06-30,92441,"Peter Jordanstr."
1927-06-30,,"ital."
1927-06-30,1107,"Teinfaltstr."
1927-06-30,,"englischen"
1927-06-30,90538,"Donau"
1927-06-30,,"Deutsch"
1910-05-23,967,"Luzern"
1910-05-23,92536,"Sonnenberg"
1919-06-21,20,"Volksth."
1919-06-21,116,"Ring"
1918-07-16,431,"Mariazell"
1918-07-16,,"oesterr."
1911-04-14,886,"Mailand"
1911-04-14,994,"Genua"
1908-06-06,173,"Rodaun"
1901-05-04,91552,"Purkersdorf"
1902-12-28,169,"Pötzleinsdorf"
1897-09-07,91217,"M."
1894-10-06,34,"Griensteidl"
1896-08-30,772,"Marienbad"
1896-06-09,103,"Volksgarten"
1897-09-13,124,"Augarten"
1897-09-13,91217,"M."
1896-08-24,168,"Berlin"
1895-11-25,,"Halbasien"
1908-06-12,224,"London"
1908-06-12,113,"Türkenschanzpark"
1909-07-25,49072,"Prein"
1918-07-02,168,"Berlin"
1918-07-02,348,"Hermsdorf"
1926-07-13,50,"Wien"
1927-08-09,427,"Campiglio"
1924-11-08,91659,"Sardinien"
1924-11-08,54042,"Buenos"
1924-11-08,92113,"Würting"
1918-09-07,92486,"Rissermoos"
1918-09-07,90833,"Hammersbach"
1918-09-07,,"Französin"
1879-05-15,92393,"Matzleinsdorfertheater"
1919-08-30,20,"Volkstheater"
1919-08-30,662,"Baden"
1919-08-30,50,"Wien"
1927-08-21,91003,"Karersee"
1896-01-28,34,"Griensteidl"
1926-09-16,415,"Aussee"
1925-10-17,168,"Berlin"
1925-10-17,14,"Burgtheater"
1927-01-05,50,"Wien"
1896-06-21,483,"Reichenau"
1896-06-21,90973,"Kaiserbrunn"
1897-07-16,415,"Aussee"
1897-07-16,182,"Paris"
1911-03-21,506,"Hamburg"
1911-03-21,14,"Burgtheater"
1911-03-21,14,"Burgtheater"
1909-09-20,8,"Prater"
1908-08-17,91814,"Vigil"
1910-02-16,90771,"Grinzing"
1919-01-14,168,"Berlin"
1909-07-19,49072,"Prein"
1910-02-02,159,"Heiligenstadt"
1910-02-02,96,"Meissl"
1896-08-18,36300,"Kopenhagen"
1896-08-18,,"oesterr."
1896-08-18,926,"Nizza"
1896-08-18,,"französ."
1896-08-18,,"Franzose"
1896-08-18,,"französisch"
1896-08-18,,"Norweger"
1896-08-18,,"Dänen"
1896-08-18,,"Schweden"
1896-08-18,,"Norweger"
1896-08-18,,"Dänen"
1896-08-18,,"Schweden"
1896-08-18,,"Schweden"
1896-08-18,445,"Rom"
1896-08-18,,"Franzosen"
1896-08-18,958,"Skodsborg"
1897-07-02,895,"Strobl"
1925-10-03,397,"Frankg."
1926-09-02,916,"Interlaken"
1927-06-18,877,"Unterach"
1900-03-12,90705,"Gersthof"
1900-03-12,19,"Ronacher"
1918-09-13,431,"Mariazell"
1918-09-13,45594,"Kiew"
1919-06-09,91641,"Salmannsdorf"
1919-06-09,44394,"Weidlingbach"
1919-06-09,168,"Berlin"
1919-06-09,,"japanisch"
1913-12-27,834,"Darmstadt"
1913-12-27,14,"Burgtheater"
1913-12-27,8,"Prater"
1919-08-24,169,"Pötzleinsdorf"
1919-08-24,90863,"Hermannskogel"
1919-08-24,574,"Kahlenberg"
1919-08-24,90771,"Grinzing"
1919-08-24,45594,"Kiew"
1908-01-27,41240,"Oesterreich"
1908-01-27,30,"Salzburg"
1916-10-05,42535,"Schwechat"
1916-10-05,43435,"Schweiz"
1915-09-04,69,"Sievering"
1915-09-04,169,"Pötzleinsdorf"
1915-07-29,213,"Ischl"
1905-01-30,113,"Türkenschanzpark"
1920-12-21,,"span."
1920-12-21,92494,"Rotensterngasse"
1928-10-14,168,"Berlin"
1928-10-14,228,"Baden-Baden"
1904-09-23,170,"Neuwaldegg"
1904-09-23,90913,"Hütteldorf"
1905-08-14,91671,"Scharfling"
1914-01-03,58,"Josefstadt"
1914-01-03,677,"Breslau"
1923-05-19,1119,"Stockholm"
1923-05-19,44244,"Finnland"
1923-05-19,,"deutsche"
1923-05-19,50,"Wien"
1923-05-19,50,"Wien"
1923-05-19,50,"Wien"
1923-05-19,,"amerik."
1923-05-19,36300,"Kopenhagen"
1923-05-19,,"Wiener"
1915-09-10,92211,"Domplatz"
1915-09-10,263,"Florenz"
1915-09-10,92161,"Beethovengasse"
1915-09-10,,"Berliner"
1916-10-11,48191,"Oppolzergasse"
1916-10-11,,"galiz."
1914-08-27,33,"St. Gilgen"
1905-01-24,20,"Volksth."
1922-04-06,484,"Zürich"
1922-04-06,484,"Z."
1922-04-06,44335,"Schweden"
1928-10-28,8,"Prater"
1923-05-31,59367,"Schafberg"
1923-05-31,113,"Türkenschanzpark"
1915-07-15,415,"Aussee"
1915-07-15,969,"Südtirol"
1905-06-05,44413,"Brühl"
1905-06-05,182,"Paris"
1906-11-29,14,"Burgtheater"
1906-11-29,168,"Berlin"
1905-08-28,50,"Wien"
1905-08-28,113,"Türkenschanzpark"
1882-03-05,182,"Paris"
1899-10-05,168,"Berlin"
1899-10-11,482,"Friedrichstraße"
1899-10-11,50,"Wien"
1898-11-26,168,"Berlin"
1904-07-26,169,"Pötzleinsdorf"
1915-07-01,213,"Ischl"
1920-12-09,45258,"München"
1922-04-12,,"engl."
1922-04-12,36300,"Kopenhagen"
1922-04-12,36300,"Kopenhagen"
1922-04-12,197,"Weimar"
1922-04-12,40306,"Italien"
1922-04-12,90952,"Java"
1892-02-01,20,"Volksth."
1892-02-01,20,"Volksth."
1923-05-25,168,"Berlin"
1924-06-04,,"Wiedner"
1927-11-28,168,"Berlin"
1924-08-29,885,"Lugano"
1924-08-29,91502,"Ponte Tresa"
1924-08-29,91850,"Stresa"
1879-12-31,40709,"Amsterdam"
1912-04-20,,"Engländer"
1913-05-17,168,"Berlin"
1913-05-17,,"Rannersdorfer"
1913-05-17,189,"Semmering"
1913-05-17,91052,"Komorn"
1913-05-17,851,"Pola"
1902-05-30,173,"Rodaun"
1909-10-29,92051,"Waterloo"
1912-03-29,38096,"Abbazia"
1895-08-04,92549,"Steg"
1895-06-29,90182,"Absdorf"
1895-06-29,36545,"Krems"
1895-06-29,91223,"Melk"
1895-06-29,54767,"Rekawinkel"
1895-06-29,91552,"Purkersdorf"
1895-08-10,90795,"Gstätten"
1897-10-26,8,"Prater"
1894-09-27,976,"Czernowitz"
1901-12-08,69,"Döbling"
1902-05-24,44413,"Brühl"
1925-07-27,,"Japaner"
1902-02-05,173,"Rodaun"
1902-02-05,42213,"Johannesg."
1919-11-05,151,"Deutschland"
1925-09-22,43471,"Budapest"
1926-10-23,58,"Josefstadt"
1924-08-15,12589,"Celerina"
1924-08-15,90709,"Gian"
1924-08-15,49781,"Locarno"
1924-08-15,41063,"Zuoz"
1924-08-15,41069,"Millstatt"
1924-08-15,50,"Wien"
1924-08-15,168,"Berlin"
1924-08-15,,"Berninablick"
1894-07-22,90743,"Gosaumühl"
1894-07-22,46447,"Hall"
1924-01-31,,"Berliner"
1924-01-31,168,"Berlin"
1924-01-31,,"Wiener"
1924-01-31,,"deutschen"
1913-02-22,36300,"Kopenhagen"
1913-02-22,,"span."
1908-11-22,140,"Halle"
1908-11-22,50,"Wien"
1908-11-22,923,"Assuan"
1908-11-22,,"sächselnd-naiv"
1908-11-22,,"Colmarer"
1908-11-22,211,"Aegypten"
1909-10-15,20,"Volkstheater"
1902-05-18,173,"Rodaun"
1912-03-01,91711,"Schwarzenbergplatz"
1895-06-01,54767,"Rekawinkel"
1895-01-08,58,"Josefstadt"
1924-08-01,14,"Burgtheater"
1919-11-11,20,"Volkstheater"
1919-11-11,302,"Mariahilferstraße"
1919-11-11,45602,"Gumpendorferstraße"
1919-11-11,54,"Wieden"
1919-11-11,103,"Volksgartens"
1919-11-11,50,"Wien"
1912-04-08,91641,"Salmannsdorf"
1912-04-08,44394,"Weidlingbach"
1912-04-08,44392,"Weidling"
1912-04-08,865,"Klosterneuburg"
1910-12-13,50,"Wien"
1918-10-26,,"Deutschen"
1903-03-26,,"Russin"
1917-08-07,43520,"Meran"
1915-10-31,249,"Bulgarien"
1916-09-30,332,"Linz"
1916-09-30,50,"Wien"
1928-09-21,58,"Josefst."
1928-09-21,462,"Venedig"
1928-09-21,189,"Semmering"
1888-07-06,92453,"Portland Street"
1930-03-20,54,"Wieden"
1930-03-20,168,"Berlin"
1930-03-20,,"Amerikanern"
1931-02-17,96,"Meißl"
1923-12-15,151,"Deutschland"
1929-08-16,44374,"St. Moritz"
1930-04-29,,"Französ."
1906-08-20,44172,"Nürnberg"
1904-10-16,92533,"Sofienalpe"
1904-10-16,49210,"Steinriegl"
1904-10-16,44394,"Weidling Bach"
1904-10-16,69,"Sievring"
1904-10-16,,"Sophienalpenkapitel"
1904-10-16,20,"Volkstheater"
1904-10-02,69,"Sievring"
1906-06-19,366,"Montenegro"
1921-03-13,169,"Pötzleinsdorf"
1921-03-13,44394,"Weidlingbach"
1921-03-13,69,"Sievring"
1921-03-13,45258,"München"
1921-03-13,45258,"München"
1920-02-24,20,"Volksth."
1920-02-24,,"Döblinger"
1920-02-24,224,"London"
1920-02-24,168,"Berlin"
1920-02-24,877,"Unterach"
1898-06-02,685,"Wurstelprater"
1899-09-18,44172,"Nürnberg"
1889-08-08,877,"Unterach"
1889-08-08,895,"Strobl"
1889-08-08,213,"Ischl"
1889-06-25,483,"Reichenau"
1889-06-25,213,"Ischl"
1931-02-03,189,"Semmering"
1923-12-01,,"Wiedner"
1928-07-18,166,"Frankreich"
1928-07-18,43520,"Meran"
1928-07-18,91855,"Sulden"
1928-07-18,462,"Venedig"
1916-07-09,91653,"Salzberg"
1916-07-09,92411,"Moosberg"
1916-09-24,91938,"Tressenstein"
1916-09-24,91739,"Sibirien"
1916-09-24,,"Deutschen"
1915-10-25,92160,"Bechsteinsaal"
1929-06-07,483,"Reichenau"
1889-08-20,483,"Reichenau"
1889-08-20,50,"Wien"
1889-08-20,55279,"Nlgb."
1889-08-20,50,"Wien"
1928-07-30,462,"Venedig"
1928-07-30,,"Oesterreicher"
1916-07-21,91653,"Salzberg"
1916-07-21,,"Schweizer"
1917-06-16,91552,"Purkersdorf"
1917-06-16,,"Gasteiner"
1931-05-22,168,"Berlin"
1898-08-07,64703,"Kreuth"
1891-05-28,662,"Baden"
1891-05-28,8,"Prater"
1899-09-30,920,"Rüdesheim"
1930-04-15,50,"Wiens"
1930-04-15,20,"Volksth."
1880-02-12,92469,"Quaipark"
1898-08-13,36477,"Biel"
1898-08-13,34057,"Neuchâtel"
1892-12-10,30,"S."
1899-09-24,883,"Wiesbaden"
1916-09-18,92460,"Praterstraße"
1916-09-18,92454,"Pötschenstraße"
1916-09-18,92420,"Lenauhügel"
1917-06-02,103,"Volksgarten"
1928-09-09,68,"Dornbach"
1928-09-09,30,"Salzburg"
1929-06-13,,"oesterr."
1928-07-24,92449,"Plankeng."
1921-04-26,,"russ."
1921-04-26,41240,"Oesterreichs"
1921-04-26,34438,"Russlands"
1906-06-24,113,"Türkenschanzpark"
1907-07-13,428,"Welsberg"
1906-08-09,959,"Marienlyst"
1906-08-09,36300,"Kopenhagen"
1906-08-09,36300,"Kopenhagen"
1899-09-25,883,"Wiesbaden"
1899-09-25,92418,"Neroberg"
1898-08-12,854,"Basel"
1898-08-12,90515,"Delémont"
1880-02-13,92469,"Quaipark"
1880-02-13,40992,"Maria-Theresienstraße"
1880-02-13,92469,"Quaipark"
1921-04-27,113,"Türkenschanzpark"
1930-03-09,243,"Sommerhaidenweg"
1929-06-12,521,"Gastein"
1928-09-08,682,"Ragusa"
1928-09-08,451,"Sicilien"
1928-09-08,,"amerik."
1928-09-08,43406,"Amerika"
1928-09-08,30,"Salzburg"
1928-09-08,91137,"Leopoldskron"
1928-09-08,20,"Volksth."
1915-10-18,50,"Wien"
1915-10-18,50,"Wien"
1915-10-18,903,"Elberfeld"
1915-10-18,168,"Berlin"
1915-10-18,34207,"Ampezzothal"
1915-10-18,44053,"New York"
1917-06-03,176,"Dornbacher Park"
1917-06-03,69,"Sievring"
1916-09-19,34401,"Altaussee"
1916-09-19,415,"Aussee"
1916-09-19,92368,"Leonhard"
1916-09-19,46000,"Grundlsee"
1916-09-19,92192,"Cramerpromenade"
1916-09-19,34401,"Altaussee"
1917-06-17,92144,"Angerthal"
1917-06-17,68,"Dornbach"
1917-06-17,92298,"Hütteldorfer"
1917-06-17,92322,"Kaiserpromenade"
1923-12-28,,"Holländer"
1923-12-28,,"Deutsch"
1928-07-31,462,"Venedig"
1928-07-31,50,"Wien"
1928-07-31,,"Amerikaner"
1928-07-31,168,"Berlin"
1929-06-06,,"Ungar."
1930-04-14,470,"Edlach"
1930-04-14,92589,"Währingerhof"
1891-05-29,574,"Kahlenberg"
1898-08-06,936,"Schliersee"
1931-05-23,,"frzös."
1931-05-23,390,"Franzensbad"
1931-05-23,44053,"New York"
1931-05-23,224,"London"
1931-05-23,8,"Prater"
1880-02-07,92469,"Quaipark"
1880-02-07,92469,"Quaipark"
1906-06-30,726,"Helsingör"
1906-06-30,726,"Helsingör"
1881-03-18,91568,"R.park"
1899-09-19,168,"Berlin"
1899-09-19,146,"Frankfurt"
1920-02-25,169,"Pötzleinsdorf"
1907-09-02,92355,"Labers"
1907-09-02,90162,"Naifthal"
1904-10-03,14,"Burgtheater"
1904-10-03,20,"Volkstheater"
1904-10-03,36300,"Copenhagen"
1915-10-24,129,"Grunewald"
1915-10-24,45258,"München"
1917-08-12,169,"Pötzleinsdorf"
1917-08-12,44394,"Weidlingbach"
1917-08-12,69,"Sievring"
1917-08-12,,"deutsche"
1914-11-13,644,"Galizien"
1906-01-11,,"Wiener"
1929-08-03,50,"Wien"
1929-08-03,91003,"Carezza"
1931-02-02,168,"Berlin"
1880-05-26,103,"Volksg."
1880-05-26,103,"Volksg."
1880-05-26,,"Trevisaner"
1889-08-09,213,"Ischl"
1889-08-09,88392,"Traunkirchen"
1888-07-13,92453,"Portland Street"
1891-02-08,30,"Salzburg"
1929-08-17,43520,"Meran"
1929-08-17,91572,"Rax"
1923-12-14,71,"Floridsdorf"
1928-09-20,113,"Türkenschanzpark"
1928-09-20,96,"Meissl"
1915-10-30,64480,"Görz"
1914-11-07,168,"Berlin"
1917-08-06,43435,"Schweiz"
1917-08-06,43435,"Schweiz"
1907-09-16,,"ital."
1907-09-16,90444,"Capri"
1906-08-21,50,"Wien"
1930-04-28,63056,"Kammer"
1930-04-28,,"oesterr."
1891-05-15,8,"Prater"
1899-07-20,40940,"Krumpendorf"
1899-07-20,44278,"Pörtschach"
1921-03-06,169,"Pötzleinsdorf"
1921-03-06,91641,"Salmannsdorf"
1921-03-06,243,"Sommerhaidenweg"
1921-03-06,113,"Türkenschanzpark"
1921-03-06,43406,"Amerika"
1924-01-24,228,"B.-B."
1924-01-24,,"englisch"
1902-05-19,44413,"Brühl"
1902-05-19,91145,"Liechtenstein"
1918-10-27,45258,"München"
1918-10-27,993,"Bukarest"
1918-10-27,151,"Deutschland"
1910-12-12,45258,"München"
1910-12-12,45258,"München"
1927-11-01,59364,"Leopoldsberg"
1924-08-14,12589,"Celerina"
1924-08-14,41063,"Zuoz"
1924-08-14,12589,"Cel."
1924-08-14,91723,"Seelisberg"
1924-08-14,49781,"Locarno"
1924-08-14,44374,"St. Moritz"
1927-11-15,40306,"Italien"
1926-10-22,462,"Venedig"
1925-09-23,168,"Berlin"
1925-09-23,20,"Volksth."
1910-12-06,14,"Burgtheater"
1919-11-04,151,"Deutschland"
1919-11-04,45258,"München"
1913-02-23,90328,"Belvederegarten"
1895-06-14,8,"Prater"
1895-06-14,685,"Wurstelprater"
1894-07-23,,"Ischler"
1894-07-23,895,"Strobl"
1902-05-25,44413,"Brühl"
1902-05-25,50,"Wien"
1903-04-12,521,"Gastein"
1903-04-12,169,"Pötzleinsdorf"
1894-09-26,91826,"Stefansplatz"
1924-01-18,40306,"Italien"
1896-11-10,50,"Wien"
1895-08-11,50,"Wien"
1925-07-26,90771,"Grinzing"
1924-06-11,92228,"Erdbergerstr."
1924-06-11,662,"Baden"
1924-06-11,168,"Berlin"
1924-06-11,91239,"Michaelerberg"
1924-06-11,50,"Wien"
1913-05-02,4,"Bösendorfersaal"
1912-04-21,169,"Pötzleinsdorf"
1912-04-21,151,"Deutschlands"
1879-12-30,90538,"Donau"
1879-12-30,14,"Burgtheater"
1879-12-30,54,"Wieden"
1924-08-28,885,"Lugano"
1924-08-28,91433,"Paradiso"
1924-08-28,41063,"Zuoz"
1924-08-28,50,"Wien"
1924-08-28,91755,"Silva Plana"
1924-08-28,661,"Monte Brè"
1927-11-29,168,"Berlin"
1924-06-05,1223,"Bern"
1895-06-28,91077,"Kritzendorf"
1895-06-28,41239,"Tulln"
1895-06-28,90182,"Absdorf"
1896-11-04,182,"Paris"
1909-10-28,169,"Pötzleinsdorf"
1903-04-06,,"russ."
1905-06-10,169,"Pötzleinsdorf"
1905-06-10,91641,"Salmannsdorf"
1905-06-10,,"Deutschen"
1899-10-10,129,"Grunewald"
1923-05-24,91934,"Trelleborg"
1923-05-24,91661,"Sassnitz"
1923-05-24,168,"Berlin"
1922-04-13,44335,"Schweden"
1922-04-13,17142,"Hottingen"
1922-04-13,43435,"Schweiz"
1922-04-13,876,"Jena"
1922-04-13,860,"Graz"
1922-04-13,38444,"Tschechoslowakei"
1922-04-13,189,"Semmering"
1920-12-08,20,"Volksth."
1920-12-08,,"holländische"
1920-12-08,40655,"St. Gallen"
1905-01-19,168,"Berlin"
1905-01-19,50,"Wien"
1923-05-30,40709,"Amsterdam"
1928-10-29,38216,"San Francisco"
1928-10-29,,"französ."
1880-12-16,168,"Berlin"
1922-04-07,44016,"Holland"
1922-04-07,318,"Japan"
1922-04-07,168,"Berlin"
1922-04-07,49165,"Tokio"
1922-04-07,151,"Deutschland"
1922-04-07,166,"Frankreich"
1922-04-07,319,"Straßburg"
1891-12-31,65,"Rudolfsheim"
1891-12-31,58,"Josefst"
1891-12-31,50,"Wien"
1891-12-31,862,"Brüssel"
1891-12-31,182,"Paris"
1891-12-31,30,"Salzburg"
1891-12-31,662,"Baden"
1891-12-31,20,"Volksth."
1899-10-04,168,"Berlin"
1899-10-04,36914,"Thiergarten"
1905-08-29,20,"Volksth."
1906-11-28,,"oesterr."
1905-06-04,92533,"Sophienalpe"
1905-06-04,90821,"Hainbach"
1905-06-04,90913,"Hütteldorf"
1905-06-04,170,"Neuwaldegg"
1893-04-02,8,"Prater"
1922-03-26,69,"Sievring"
1905-08-01,113,"Türkenschanzpark"
1905-01-25,96,"Meissl"
1914-08-26,91580,"Rettenbachalm"
1914-08-26,90354,"Blahalm"
1914-08-26,34401,"Altaussee"
1914-08-26,36473,"Obertressen"
1914-08-26,415,"Aussee"
1928-10-01,955,"Teplitz"
1928-10-01,,"amerikanisirt"
1928-10-01,,"Berliner"
1923-05-18,1119,"Stockholm"
1923-05-18,92532,"Skepparegatan"
1923-05-18,483,"Reichenau"
1923-05-18,91983,"Upsala"
1923-05-18,,"altschwedisch"
1928-10-15,168,"Berlin"
1928-10-15,842,"Karlsbad"
1928-10-15,33972,"Mauerstr."
1928-10-15,129,"Grunewald"
1928-10-15,43406,"Amerika"
1928-10-15,91103,"Lakehurst"
1889-11-28,116,"Ring"
1920-12-20,662,"Baden"
1920-12-20,45258,"München"
1920-12-20,,"Wiedner"
1905-01-31,224,"London"
1905-01-31,92533,"Sophienalpe"
1915-07-28,46224,"Lemberg"
1915-09-05,169,"Pötzleinsdorf"
1915-09-05,170,"Neuwaldegg"
1915-09-05,46224,"Lemberg"
1916-10-04,50,"Wien"
1916-10-04,378,"Rumänien"
1916-10-04,34438,"Rußland"
1916-10-04,151,"Deutschland"
1916-10-04,41240,"Oesterreich"
1905-08-15,,"Pötzleinsdorfer"
1907-10-23,168,"Berlin"
1907-10-23,96,"Meissl"
1919-01-01,113,"Türkenschanzpark"
1910-02-03,14,"Burgtheater"
1910-02-03,14,"Burgtheater"
1909-07-18,90885,"Hirschwang"
1908-08-02,988,"Seis"
1908-08-02,41156,"Salegg"
1919-08-25,20,"Volksth."
1913-12-26,170,"Neuwaldegg"
1913-12-26,90913,"Hütteldorf"
1919-06-08,91641,"Salmannsdorf"
1919-06-08,44394,"Weidlingbach"
1919-06-08,91641,"Salmannsdorf"
1919-06-08,14,"Burgtheater"
1919-06-08,20,"Volkstheater"
1918-09-12,50,"Wien"
1918-09-12,,"Partenkirchner"
1900-03-13,8,"Prater"
1927-06-19,92316,"Kaasgraben"
1926-09-03,916,"Interlaken"
1926-09-03,91143,"Lido"
1926-09-03,445,"Rom"
1926-09-03,90835,"Harder"
1925-10-02,113,"Türkenschanzpark"
1925-10-02,113,"Türkenschanzpark"
1925-10-16,168,"Berlin"
1925-10-16,90508,"Dahlem"
1925-10-16,9925,"Charlottenburg"
1926-09-17,43995,"Arosa"
1896-01-29,168,"Berlin"
1896-01-29,168,"Berlin"
1927-08-20,,"Südtir."
1919-08-31,92316,"Kaasgraben"
1919-08-31,30,"Salzburg"
1900-03-07,92266,"H.g."
1919-01-15,,"norwegischen"
1919-01-15,92400,"Meridianstraße"
1910-02-17,652,"Prag"
1910-02-17,43471,"Budapest"
1910-02-17,44176,"Olmütz"
1910-02-17,,"Olmützer"
1909-09-21,14,"Burgtheater"
1909-09-21,63,"Hietzing"
1911-03-20,14,"Burgtheater"
1911-03-20,14,"Burgtheater"
1911-03-20,182,"Paris"
1897-07-17,30,"Salzburg"
1896-06-20,483,"Reichenau"
1927-01-04,168,"Berlin"
1911-03-08,889,"Boston"
1911-03-08,,"Deutschen"
1911-03-08,92506,"Sacher"
1896-08-25,168,"Berlin"
1896-08-25,,"Wiener"
1897-09-12,91217,"M."
1896-06-08,483,"Reichenau"
1896-06-08,587,"Wr. Neustadt"
1896-06-08,19055,"Sulz"
1927-06-25,34438,"Rußland"
1926-07-12,44053,"New York"
1919-08-19,483,"Reichenau"
1919-08-19,30,"Salzburg"
1918-07-03,14,"Burgtheater"
1918-07-03,,"Serbin"
1918-07-03,,"Salzburger"
1918-07-03,968,"Mödling"
1918-07-03,41240,"Oesterreich"
1911-04-15,994,"Genua"
1911-04-15,49714,"Nervi"
1911-04-15,91564,"Rapallo"
1911-04-15,56264,"Margherita"
1911-04-15,44269,"Portofino"
1911-04-15,994,"Genua"
1918-07-17,,"Meraner"
1918-07-17,,"Reichenauer"
1918-07-17,431,"Mariazell"
1918-07-17,45594,"Kiew"
1910-05-22,967,"Luzern"
1910-05-22,90418,"Bürgenstock"
1896-01-15,50,"Wien"
1896-01-15,864,"Leipzig"
1926-07-06,45258,"München"
1926-07-06,90771,"Grinzing"
1926-07-06,113,"Türkenschanzpark"
1896-08-31,40290,"Trondhjem"
1896-08-31,,"Wiener"
1894-10-07,,"Berliner"
1897-09-06,91217,"M."
1919-01-29,151,"Deutschland"
1919-01-29,,"deutscher"
1919-01-29,,"Oesterreichischen"
1901-05-05,68,"Dornbach"
1901-05-05,91641,"Salmannsdorf"
1923-07-21,169,"Pötzleinsdorf"
1880-10-07,45258,"München"
1922-06-16,52510,"Berggasse"
1915-05-05,14,"Burgtheater"
1904-05-22,906,"Taormina"
1905-04-15,169,"Pötzleinsdorf"
1905-04-15,96,"Meissl u. Schadn"
1892-09-21,91314,"Murano"
1893-08-16,44271,"Preßbaum"
1893-08-16,44392,"Weidling"
1930-11-09,1244,"Ruhrgebiet"
1893-08-02,403,"Nußdorf"
1893-08-02,574,"Kahlenberg"
1915-02-18,92149,"Arenbergpark"
1905-03-08,595,"Neapel"
1915-05-11,662,"Baden"
1915-05-11,44510,"Radetzky"
1915-05-11,91145,"Liechtenstein"
1915-05-11,55974,"Maria Enzersdorf"
1915-05-11,50,"Wien"
1915-05-11,40306,"Italien"
1914-04-26,865,"Klosterneuburg"
1914-04-26,46976,"Kierling"
1914-04-26,865,"Kl."
1920-10-19,,"Griechen"
1920-10-19,,"Griechen"
1922-06-02,30,"Salzburg"
1922-06-02,45258,"München"
1922-06-02,30,"Salzburg"
1922-06-02,,"Pötzleinsdorfer"
1922-06-02,243,"Sommerhaidenweg"
1922-06-02,,"bulg."
1923-09-18,14,"Burgtheater"
1923-09-18,,"Mariazeller"
1923-09-18,39637,"Millstättersee"
1904-02-17,168,"Berlin"
1904-02-17,866,"Dresden"
1904-02-17,90591,"Engl. Garten"
1921-11-06,59367,"Schafberg"
1921-11-06,,"ital."
1921-11-06,,"schweizer"
1921-11-06,,"Winterthurer"
1921-11-06,462,"Venedig"
1921-11-06,,"Schweizer"
1921-11-06,43435,"Schweiz"
1921-11-06,43435,"Schweiz"
1922-08-07,91139,"Lermoos"
1922-08-07,797,"Berchtesgaden"
1922-08-07,662,"B."
1922-08-07,53150,"Feldafing"
1922-08-07,45258,"München"
1922-08-07,34896,"Possenhofen"
1922-08-07,,"Salzburger"
1922-08-07,30,"Salzb."
1922-08-07,45258,"München"
1922-08-07,92467,"Pschorrbräu"
1928-12-04,92557,"Strobachgasse"
1928-12-04,,"oest."
1928-12-04,50017,"Rio"
1928-12-04,,"oest."
1928-12-04,40655,"St. Gallen"
1928-12-04,,"Französin"
1923-09-30,176,"Dornbacher Park"
1923-09-30,44053,"New York"
1920-10-31,169,"Pötzleinsdorf"
1920-10-31,176,"Dornbacher Park"
1920-10-31,92533,"Sofienalpe"
1920-10-31,90913,"Hütteldorf"
1930-11-21,50,"Wien"
1922-01-23,30,"Salzburg"
1892-07-30,587,"Wr. Neustadt"
1899-12-29,530,"Praterstern"
1914-03-13,,"dänisches"
1892-09-09,59367,"Schafberg"
1892-09-09,213,"Ischl"
1892-07-24,19852,"Scheiblingkirchen"
1892-07-24,44725,"Kirchau"
1892-07-24,90839,"Haßbach"
1931-10-02,,"russ."
1922-08-13,91054,"Königssee"
1922-08-13,91139,"Lermoos"
1922-08-13,,"Königsseeweg"
1922-08-13,91863,"Sylt"
1922-08-13,506,"Hamburg"
1923-07-09,50,"Wien"
1923-07-09,91143,"Lido"
1928-12-10,182,"Paris"
1882-08-19,213,"Ischl"
1882-08-19,50,"Wien"
1882-08-19,992,"Vöslau"
1920-10-25,397,"Frankgasse"
1920-10-25,168,"Berlin"
1920-10-25,,"engl."
1920-10-25,,"Amerik."
1923-09-24,913,"Bonn"
1923-09-24,50,"Wien"
1913-10-23,45258,"München"
1913-10-23,182,"Paris"
1913-10-23,585,"Hammerand"
1910-09-22,14,"Burgtheater"
1912-11-14,50,"Wien"
1900-01-16,92603,"Wiednerth."
1900-01-16,790,"Tchl."
1909-02-14,176,"Dornbacher Park"
1925-12-07,50,"Wien"
1925-12-07,20,"Volksth."
1926-02-22,,"poln."
1919-03-04,,"Dtsch."
1919-03-04,168,"Berlin"
1901-07-28,946,"Vahrn"
1911-01-31,14,"Burgtheater"
1909-05-09,1223,"Bern"
1909-05-09,169,"Pötzleinsdorf"
1909-05-09,176,"Dornbacher Park"
1901-09-11,173,"Rodaun"
1900-08-26,49135,"Le Prese"
1900-08-26,90132,"Bolladore"
1900-08-26,49343,"Bormio"
1903-11-27,,"Wiener"
1903-11-27,45258,"München"
1903-11-27,,"russ."
1903-11-27,34438,"Rußland"
1911-01-25,189,"Semmering"
1897-05-12,90464,"Champs elys."
1927-03-01,,"amerik."
1927-03-01,43406,"Amerika"
1896-04-25,168,"Berlin"
1896-04-25,44413,"Brühl"
1896-04-25,91145,"Liechtenstein"
1896-04-25,40201,"Brunn"
1896-04-25,50,"Wien"
1896-04-25,91584,"Rhein"
1925-12-13,90687,"Galitzinberg"
